nr_train,num_epochs,n_bad_epochs,num_hidden_layers,hidden_size,batch_size,af_first_layer,af_hidden_layers,af_output_layer,loss_function,dropout,batch_norm,learning_rate,optimizer,epoch_stopped,loss,accuracy,precision,recall,f1_score,support
11,500,3,1,8,16,Tanh(),LeakyReLU(negative_slope=0.01),LogSoftmax(dim=1),KLDivLoss(),0.0,False,0.001,torch.optim.SGD,41,2386.118939459324,0.3671604160100851,"[0.09009009009009009, 0.30313588850174217, 0.728421052631579, 0.9040880503144654, 0.08746618575293057]","[0.4918032786885246, 0.25970149253731345, 0.3027121609798775, 0.4060734463276836, 0.6178343949044586]","[0.15228426395939085, 0.2797427652733119, 0.4276885043263287, 0.560428849902534, 0.15323854660347552]","[122, 335, 1143, 1416, 157]"
12,500,3,1,8,16,Tanh(),LeakyReLU(negative_slope=0.01),LogSoftmax(dim=1),KLDivLoss(),0.0,False,0.001,torch.optim.Adam,13,2214.0586816072464,0.3778758272927828,"[0.09869646182495345, 0.23848238482384823, 0.7555066079295154, 0.9117199391171994, 0.10034602076124567]","[0.4344262295081967, 0.2626865671641791, 0.300087489063867, 0.4230225988700565, 0.7388535031847133]","[0.16084977238239756, 0.25, 0.4295554164057608, 0.5779064158224795, 0.17669459253617667]","[122, 335, 1143, 1416, 157]"
13,500,3,1,8,16,Tanh(),LeakyReLU(negative_slope=0.01),LogSoftmax(dim=1),KLDivLoss(),0.2,False,0.01,torch.optim.SGD,17,2497.150005877018,0.3955247399936968,"[0.09012875536480687, 0.3284671532846715, 0.717948717948718, 0.8632596685082873, 0.0913978494623656]","[0.5163934426229508, 0.26865671641791045, 0.3429571303587052, 0.4413841807909605, 0.5414012738853503]","[0.15347137637028013, 0.29556650246305416, 0.4641799881586738, 0.5841121495327103, 0.15639374425023]","[122, 335, 1143, 1416, 157]"
14,500,3,1,8,16,Tanh(),LeakyReLU(negative_slope=0.01),LogSoftmax(dim=1),KLDivLoss(),0.2,False,0.01,torch.optim.Adam,10,2399.1979640722275,0.3491963441537977,"[0.08856682769726248, 0.3641304347826087, 0.7974025974025974, 0.9264705882352942, 0.08169219547775347]","[0.45081967213114754, 0.2, 0.268591426071741, 0.4004237288135593, 0.7133757961783439]","[0.1480484522207268, 0.2581888246628131, 0.4018324607329843, 0.5591715976331361, 0.14659685863874347]","[122, 335, 1143, 1416, 157]"
15,500,3,1,8,16,Tanh(),LeakyReLU(negative_slope=0.01),LogSoftmax(dim=1),KLDivLoss(),0.2,False,0.001,torch.optim.SGD,60,2451.214004933834,0.3605420737472423,"[0.08456973293768547, 0.34274193548387094, 0.7764127764127764, 0.8853695324283559, 0.0838272650296359]","[0.4672131147540984, 0.2537313432835821, 0.2764654418197725, 0.4145480225988701, 0.6305732484076433]","[0.14321608040201006, 0.29159519725557465, 0.40774193548387094, 0.5646945646945648, 0.14798206278026904]","[122, 335, 1143, 1416, 157]"
16,500,3,1,8,16,Tanh(),LeakyReLU(negative_slope=0.01),LogSoftmax(dim=1),KLDivLoss(),0.2,False,0.001,torch.optim.Adam,22,2263.593215286732,0.3744090765836748,"[0.09090909090909091, 0.22903225806451613, 0.75625, 0.9404186795491143, 0.09939498703543648]","[0.45081967213114754, 0.21194029850746268, 0.31758530183727035, 0.4124293785310734, 0.732484076433121]","[0.15130674002751035, 0.22015503875968995, 0.44731977818853974, 0.5733922434953362, 0.1750380517503805]","[122, 335, 1143, 1416, 157]"
17,500,3,1,8,16,LeakyReLU(negative_slope=0.01),LeakyReLU(negative_slope=0.01),None,CrossEntropyLoss(),0.0,False,0.01,torch.optim.SGD,15,2266.235351860523,0.3930034667507091,"[0.0995850622406639, 0.2966101694915254, 0.6848, 0.9443535188216039, 0.10172272354388844]","[0.39344262295081966, 0.208955223880597, 0.37445319335083116, 0.4074858757062147, 0.7898089171974523]","[0.15894039735099338, 0.24518388791593693, 0.48416289592760176, 0.5693142575234336, 0.1802325581395349]","[122, 335, 1143, 1416, 157]"
18,500,3,1,8,16,LeakyReLU(negative_slope=0.01),LeakyReLU(negative_slope=0.01),None,CrossEntropyLoss(),0.0,False,0.01,torch.optim.Adam,16,2233.0196056365967,0.3829183737787582,"[0.1256544502617801, 0.2937853107344633, 0.7166979362101313, 0.8921713441654358, 0.09188034188034189]","[0.39344262295081966, 0.15522388059701492, 0.3342082239720035, 0.4265536723163842, 0.821656050955414]","[0.19047619047619047, 0.203125, 0.45584725536992843, 0.5771619684663162, 0.16527866752082]","[122, 335, 1143, 1416, 157]"
19,500,3,1,8,16,LeakyReLU(negative_slope=0.01),LeakyReLU(negative_slope=0.01),None,CrossEntropyLoss(),0.0,False,0.001,torch.optim.SGD,50,2343.4153605103493,0.3561298455720139,"[0.08670520231213873, 0.4827586206896552, 0.7306034482758621, 0.9245901639344263, 0.0959023539668701]","[0.6147540983606558, 0.1253731343283582, 0.29658792650918636, 0.3983050847457627, 0.7006369426751592]","[0.1519756838905775, 0.19905213270142177, 0.4219041692594897, 0.5567620927936822, 0.1687116564417178]","[122, 335, 1143, 1416, 157]"
20,500,3,1,8,16,LeakyReLU(negative_slope=0.01),LeakyReLU(negative_slope=0.01),None,CrossEntropyLoss(),0.0,False,0.001,torch.optim.Adam,12,2212.6919400691986,0.3851244878663725,"[0.08831168831168831, 0.3202247191011236, 0.7289377289377289, 0.9375, 0.09528392685274302]","[0.5573770491803278, 0.1701492537313433, 0.34820647419072615, 0.423728813559322, 0.6305732484076433]","[0.15246636771300448, 0.22222222222222224, 0.47128478389579637, 0.5836575875486382, 0.16555183946488294]","[122, 335, 1143, 1416, 157]"
21,500,3,1,8,16,LeakyReLU(negative_slope=0.01),LeakyReLU(negative_slope=0.01),None,CrossEntropyLoss(),0.2,False,0.01,torch.optim.SGD,23,2361.663901567459,0.4011976047904191,"[0.0913907284768212, 0.3767123287671233, 0.6641452344931922, 0.9177877428998505, 0.10191082802547771]","[0.5655737704918032, 0.16417910447761194, 0.38407699037620296, 0.4336158192090395, 0.6114649681528662]","[0.15735461801596354, 0.2286902286902287, 0.4866962305986696, 0.588968824940048, 0.17470427661510465]","[122, 335, 1143, 1416, 157]"
22,500,3,1,8,16,LeakyReLU(negative_slope=0.01),LeakyReLU(negative_slope=0.01),None,CrossEntropyLoss(),0.2,False,0.01,torch.optim.Adam,15,2344.758282244205,0.3517176173967853,"[0.09, 0.4563106796116505, 0.6802325581395349, 0.9725274725274725, 0.09566787003610108]","[0.6639344262295082, 0.14029850746268657, 0.30708661417322836, 0.375, 0.6751592356687898]","[0.15851272015655576, 0.21461187214611874, 0.42314647377938513, 0.5412844036697247, 0.16758893280632411]","[122, 335, 1143, 1416, 157]"
23,500,3,1,8,16,LeakyReLU(negative_slope=0.01),LeakyReLU(negative_slope=0.01),None,CrossEntropyLoss(),0.2,False,0.001,torch.optim.SGD,44,2473.1911108493805,0.3463599117554365,"[0.08083140877598152, 0.3522012578616352, 0.7684478371501272, 0.8996815286624203, 0.0940550133096717]","[0.5737704918032787, 0.16716417910447762, 0.2642169728783902, 0.3990112994350282, 0.6751592356687898]","[0.1417004048582996, 0.22672064777327935, 0.39322916666666663, 0.5528375733855185, 0.16510903426791276]","[122, 335, 1143, 1416, 157]"
24,500,3,1,8,16,LeakyReLU(negative_slope=0.01),LeakyReLU(negative_slope=0.01),None,CrossEntropyLoss(),0.2,False,0.001,torch.optim.Adam,18,2247.496239542961,0.3684210526315789,"[0.09346991037131883, 0.19618528610354224, 0.7702407002188184, 0.9388083735909822, 0.09398099260823653]","[0.5983606557377049, 0.21492537313432836, 0.3079615048118985, 0.4117231638418079, 0.5668789808917197]","[0.16168327796234774, 0.20512820512820512, 0.43999999999999995, 0.5724104074619538, 0.16123188405797098]","[122, 335, 1143, 1416, 157]"
25,500,3,1,8,16,LeakyReLU(negative_slope=0.01),LeakyReLU(negative_slope=0.01),LogSoftmax(dim=1),KLDivLoss(),0.0,False,0.01,torch.optim.SGD,17,2264.8372833132744,0.3819728963126378,"[0.08016443987667009, 0.39864864864864863, 0.6984924623115578, 0.948073701842546, 0.10722610722610723]","[0.639344262295082, 0.1761194029850746, 0.3648293963254593, 0.3997175141242938, 0.5859872611464968]","[0.14246575342465753, 0.24430641821946167, 0.47931034482758617, 0.5623447590660705, 0.18128078817733992]","[122, 335, 1143, 1416, 157]"
26,500,3,1,8,16,LeakyReLU(negative_slope=0.01),LeakyReLU(negative_slope=0.01),LogSoftmax(dim=1),KLDivLoss(),0.0,False,0.01,torch.optim.Adam,14,2249.0415224432945,0.3722029624960605,"[0.09982486865148861, 0.21069182389937108, 0.7599118942731278, 0.8892171344165436, 0.09540329575021683]","[0.4672131147540984, 0.2, 0.30183727034120733, 0.4251412429378531, 0.7006369426751592]","[0.1645021645021645, 0.20520673813169985, 0.43206011271133377, 0.5752508361204013, 0.16793893129770995]","[122, 335, 1143, 1416, 157]"
27,500,3,1,8,16,LeakyReLU(negative_slope=0.01),LeakyReLU(negative_slope=0.01),LogSoftmax(dim=1),KLDivLoss(),0.0,False,0.001,torch.optim.SGD,51,2330.01544636488,0.3526630948629057,"[0.0903755868544601, 0.4888888888888889, 0.7614678899082569, 0.9419795221843004, 0.09429280397022333]","[0.6311475409836066, 0.13134328358208955, 0.2904636920384952, 0.3898305084745763, 0.7261146496815286]","[0.15811088295687883, 0.2070588235294118, 0.4205193160227993, 0.5514485514485514, 0.16691068814055637]","[122, 335, 1143, 1416, 157]"
28,500,3,1,8,16,LeakyReLU(negative_slope=0.01),LeakyReLU(negative_slope=0.01),LogSoftmax(dim=1),KLDivLoss(),0.0,False,0.001,torch.optim.Adam,24,2200.421309053898,0.389536716041601,"[0.08673469387755102, 0.17532467532467533, 0.7261029411764706, 0.9073529411764706, 0.10233592880978866]","[0.4180327868852459, 0.2417910447761194, 0.3455818022747157, 0.4357344632768362, 0.5859872611464968]","[0.1436619718309859, 0.20326223337515684, 0.46828689982216953, 0.5887404580152672, 0.17424242424242423]","[122, 335, 1143, 1416, 157]"
29,500,3,1,8,16,LeakyReLU(negative_slope=0.01),LeakyReLU(negative_slope=0.01),LogSoftmax(dim=1),KLDivLoss(),0.2,False,0.01,torch.optim.SGD,25,2354.511500775814,0.3885912385754806,"[0.10033444816053512, 0.33031674208144796, 0.7106690777576854, 0.9164133738601824, 0.09098862642169729]","[0.4918032786885246, 0.21791044776119403, 0.3438320209973753, 0.4258474576271186, 0.6624203821656051]","[0.16666666666666666, 0.262589928057554, 0.4634433962264151, 0.5814850530376086, 0.16]","[122, 335, 1143, 1416, 157]"
30,500,3,1,8,16,LeakyReLU(negative_slope=0.01),LeakyReLU(negative_slope=0.01),LogSoftmax(dim=1),KLDivLoss(),0.2,False,0.01,torch.optim.Adam,13,2310.118924081325,0.3662149385439647,"[0.1318051575931232, 0.38926174496644295, 0.8840579710144928, 0.9056047197640118, 0.0841404358353511]","[0.3770491803278688, 0.17313432835820897, 0.2668416447944007, 0.4336158192090395, 0.8853503184713376]","[0.19532908704883226, 0.2396694214876033, 0.4099462365591398, 0.586437440305635, 0.1536760641238253]","[122, 335, 1143, 1416, 157]"
31,500,3,1,8,16,LeakyReLU(negative_slope=0.01),LeakyReLU(negative_slope=0.01),LogSoftmax(dim=1),KLDivLoss(),0.2,False,0.001,torch.optim.SGD,42,2501.6713255643845,0.3479357075323038,"[0.0779510022271715, 0.329608938547486, 0.7542168674698795, 0.9014308426073132, 0.0903041825095057]","[0.5737704918032787, 0.1761194029850746, 0.27384076990376205, 0.4004237288135593, 0.6050955414012739]","[0.13725490196078433, 0.22957198443579765, 0.40179717586649555, 0.5545232273838631, 0.15715467328370555]","[122, 335, 1143, 1416, 157]"
32,500,3,1,8,16,LeakyReLU(negative_slope=0.01),LeakyReLU(negative_slope=0.01),LogSoftmax(dim=1),KLDivLoss(),0.2,False,0.001,torch.optim.Adam,23,2256.2130343317986,0.3826032146233848,"[0.09069493521790342, 0.3652173913043478, 0.7191413237924866, 0.9355345911949685, 0.09664694280078895]","[0.6311475409836066, 0.1253731343283582, 0.35170603674540685, 0.4201977401129944, 0.6242038216560509]","[0.15859938208032956, 0.18666666666666665, 0.47238542890716806, 0.5799220272904484, 0.16737830913748933]","[122, 335, 1143, 1416, 157]"
33,500,3,1,8,32,Tanh(),LeakyReLU(negative_slope=0.01),None,CrossEntropyLoss(),0.0,False,0.01,torch.optim.SGD,21,1144.473980128765,0.388906397730854,"[0.09785932721712538, 0.36879432624113473, 0.6835236541598695, 0.9058641975308642, 0.10026857654431513]","[0.5245901639344263, 0.15522388059701492, 0.3665791776027997, 0.4145480225988701, 0.7133757961783439]","[0.16494845360824742, 0.21848739495798322, 0.47722095671981773, 0.5687984496124031, 0.17582417582417584]","[122, 335, 1143, 1416, 157]"
34,500,3,1,8,32,Tanh(),LeakyReLU(negative_slope=0.01),None,CrossEntropyLoss(),0.0,False,0.01,torch.optim.Adam,18,1133.9437864422798,0.3501418216199181,"[0.09259259259259259, 0.39864864864864863, 0.8591549295774648, 0.923202614379085, 0.08652482269503546]","[0.4918032786885246, 0.1761194029850746, 0.2668416447944007, 0.3990112994350282, 0.7770700636942676]","[0.15584415584415584, 0.24430641821946167, 0.40720961281708945, 0.5571992110453649, 0.1557115507338864]","[122, 335, 1143, 1416, 157]"
35,500,3,1,8,32,Tanh(),LeakyReLU(negative_slope=0.01),None,CrossEntropyLoss(),0.0,False,0.001,torch.optim.SGD,57,1206.3406864404678,0.3495115033091711,"[0.07759882869692533, 0.30324909747292417, 0.7532133676092545, 0.8675595238095238, 0.08333333333333333]","[0.4344262295081967, 0.2507462686567164, 0.2563429571303587, 0.4117231638418079, 0.6114649681528662]","[0.1316770186335404, 0.2745098039215686, 0.38250652741514357, 0.5584291187739464, 0.14667685255920548]","[122, 335, 1143, 1416, 157]"
36,500,3,1,8,32,Tanh(),LeakyReLU(negative_slope=0.01),None,CrossEntropyLoss(),0.0,False,0.001,torch.optim.Adam,15,1108.590272963047,0.3841790104002521,"[0.09792843691148775, 0.24757281553398058, 0.7220216606498195, 0.9179566563467493, 0.09951456310679611]","[0.4262295081967213, 0.15223880597014924, 0.34995625546806647, 0.4187853107344633, 0.7834394904458599]","[0.15926493108728942, 0.188539741219963, 0.47142015321154984, 0.5751697381183317, 0.176597272074659]","[122, 335, 1143, 1416, 157]"
37,500,3,1,8,32,Tanh(),LeakyReLU(negative_slope=0.01),None,CrossEntropyLoss(),0.0,True,0.01,torch.optim.SGD,23,1127.52177631855,0.3618027103687362,"[0.1024, 0.3076923076923077, 0.8170426065162907, 0.9538714991762768, 0.08834446919079436]","[0.5245901639344263, 0.1791044776119403, 0.2852143482064742, 0.4088983050847458, 0.7579617834394905]","[0.1713520749665328, 0.22641509433962265, 0.4228274967574578, 0.5724172021749877, 0.15824468085106383]","[122, 335, 1143, 1416, 157]"
38,500,3,1,8,32,Tanh(),LeakyReLU(negative_slope=0.01),None,CrossEntropyLoss(),0.0,True,0.01,torch.optim.Adam,12,1149.8598530888555,0.372518121651434,"[0.10627177700348432, 0.25833333333333336, 0.7489270386266095, 0.9169278996865203, 0.099601593625498]","[0.5, 0.18507462686567164, 0.30533683289588803, 0.413135593220339, 0.7961783439490446]","[0.1752873563218391, 0.2156521739130435, 0.43380981976382854, 0.569620253164557, 0.17705382436260622]","[122, 335, 1143, 1416, 157]"
39,500,3,1,8,32,Tanh(),LeakyReLU(negative_slope=0.01),None,CrossEntropyLoss(),0.0,True,0.001,torch.optim.SGD,37,1146.717631995678,0.3816577371572644,"[0.1028225806451613, 0.23136246786632392, 0.757085020242915, 0.9286846275752774, 0.09458297506448839]","[0.4180327868852459, 0.26865671641791045, 0.32720909886264216, 0.4138418079096045, 0.7006369426751592]","[0.16504854368932043, 0.24861878453038677, 0.45693341478313987, 0.5725451880801173, 0.16666666666666663]","[122, 335, 1143, 1416, 157]"
40,500,3,1,8,32,Tanh(),LeakyReLU(negative_slope=0.01),None,CrossEntropyLoss(),0.0,True,0.001,torch.optim.Adam,19,1113.51503354311,0.3778758272927828,"[0.08815028901734104, 0.2361963190184049, 0.7460629921259843, 0.9507389162561576, 0.09922928709055877]","[0.5, 0.2298507462686567, 0.331583552055993, 0.4088983050847458, 0.6560509554140127]","[0.14987714987714987, 0.2329803328290469, 0.4591156874621441, 0.5718518518518518, 0.1723849372384937]","[122, 335, 1143, 1416, 157]"
41,500,3,1,8,32,Tanh(),LeakyReLU(negative_slope=0.01),None,CrossEntropyLoss(),0.2,False,0.01,torch.optim.SGD,30,1205.9249920845032,0.3693665300976993,"[0.09266802443991853, 0.5764705882352941, 0.8126520681265207, 0.9171779141104295, 0.09587727708533078]","[0.7459016393442623, 0.14626865671641792, 0.2922134733158355, 0.422316384180791, 0.6369426751592356]","[0.1648550724637681, 0.23333333333333334, 0.42985842985842987, 0.5783365570599613, 0.16666666666666666]","[122, 335, 1143, 1416, 157]"
42,500,3,1,8,32,Tanh(),LeakyReLU(negative_slope=0.01),None,CrossEntropyLoss(),0.2,False,0.01,torch.optim.Adam,36,1172.3548087477684,0.3621178695241097,"[0.10013717421124829, 0.3270440251572327, 0.8232323232323232, 0.9090909090909091, 0.07973962571196094]","[0.5983606557377049, 0.15522388059701492, 0.2852143482064742, 0.423728813559322, 0.6242038216560509]","[0.17156286721504113, 0.21052631578947367, 0.42365172189733596, 0.5780346820809249, 0.1414141414141414]","[122, 335, 1143, 1416, 157]"
43,500,3,1,8,32,Tanh(),LeakyReLU(negative_slope=0.01),None,CrossEntropyLoss(),0.2,False,0.001,torch.optim.SGD,57,1277.2006587982178,0.3328080680743775,"[0.08560794044665013, 0.3464052287581699, 0.7980769230769231, 0.8478260869565217, 0.08250825082508251]","[0.5655737704918032, 0.1582089552238806, 0.2178477690288714, 0.413135593220339, 0.6369426751592356]","[0.14870689655172414, 0.21721311475409838, 0.3422680412371134, 0.5555555555555556, 0.14609203798392986]","[122, 335, 1143, 1416, 157]"
44,500,3,1,8,32,Tanh(),LeakyReLU(negative_slope=0.01),None,CrossEntropyLoss(),0.2,False,0.001,torch.optim.Adam,16,1139.8468247652054,0.3832335329341317,"[0.09832402234636871, 0.3108108108108108, 0.7905405405405406, 0.9010339734121122, 0.10481283422459893]","[0.7213114754098361, 0.20597014925373133, 0.30708661417322836, 0.4307909604519774, 0.6242038216560509]","[0.17305801376597837, 0.24775583482944344, 0.44234404536862004, 0.5828953655040612, 0.17948717948717946]","[122, 335, 1143, 1416, 157]"
45,500,3,1,8,32,Tanh(),LeakyReLU(negative_slope=0.01),None,CrossEntropyLoss(),0.2,True,0.01,torch.optim.SGD,17,1170.1574887633324,0.3706271667191932,"[0.10819672131147541, 0.411214953271028, 0.7811816192560175, 0.9389067524115756, 0.09077705156136529]","[0.5409836065573771, 0.13134328358208955, 0.3123359580052493, 0.4124293785310734, 0.7961783439490446]","[0.18032786885245902, 0.19909502262443438, 0.4462499999999999, 0.5731108930323846, 0.16297262059973924]","[122, 335, 1143, 1416, 157]"
46,500,3,1,8,32,Tanh(),LeakyReLU(negative_slope=0.01),None,CrossEntropyLoss(),0.2,True,0.01,torch.optim.Adam,20,1190.8738591074944,0.3551843681058935,"[0.09878419452887538, 0.2775330396475771, 0.8469945355191257, 0.9358974358974359, 0.08089368258859785]","[0.5327868852459017, 0.1880597014925373, 0.27121609798775154, 0.4124293785310734, 0.6687898089171974]","[0.16666666666666666, 0.22419928825622776, 0.4108681245858184, 0.5725490196078432, 0.14432989690721648]","[122, 335, 1143, 1416, 157]"
47,500,3,1,8,32,Tanh(),LeakyReLU(negative_slope=0.01),None,CrossEntropyLoss(),0.2,True,0.001,torch.optim.SGD,27,1191.3052956461906,0.3567601638827608,"[0.1021671826625387, 0.31901840490797545, 0.7724137931034483, 0.9295081967213115, 0.0841546626231994]","[0.5409836065573771, 0.15522388059701492, 0.29396325459317585, 0.4004237288135593, 0.7070063694267515]","[0.171875, 0.20883534136546184, 0.42585551330798477, 0.5597235932872656, 0.15040650406504066]","[122, 335, 1143, 1416, 157]"
48,500,3,1,8,32,Tanh(),LeakyReLU(negative_slope=0.01),None,CrossEntropyLoss(),0.2,True,0.001,torch.optim.Adam,16,1148.1701121926308,0.3624330286794831,"[0.10526315789473684, 0.8260869565217391, 0.8746594005449592, 0.9413629160063391, 0.08625525946704067]","[0.6065573770491803, 0.11343283582089553, 0.28083989501312334, 0.4194915254237288, 0.7834394904458599]","[0.17939393939393936, 0.19947506561679793, 0.4251655629139073, 0.5803615046409379, 0.1554011370814908]","[122, 335, 1143, 1416, 157]"
49,500,3,1,8,32,Tanh(),LeakyReLU(negative_slope=0.01),LogSoftmax(dim=1),KLDivLoss(),0.0,False,0.01,torch.optim.SGD,34,1128.9677593708038,0.3911125118184683,"[0.0927947598253275, 0.4013605442176871, 0.7376146788990826, 0.9290123456790124, 0.10141766630316248]","[0.6967213114754098, 0.1761194029850746, 0.35170603674540685, 0.4251412429378531, 0.5923566878980892]","[0.16377649325626203, 0.24481327800829877, 0.47630331753554506, 0.5833333333333334, 0.17318435754189943]","[122, 335, 1143, 1416, 157]"
50,500,3,1,8,32,Tanh(),LeakyReLU(negative_slope=0.01),LogSoftmax(dim=1),KLDivLoss(),0.0,False,0.01,torch.optim.Adam,18,1159.7191183567047,0.372518121651434,"[0.11428571428571428, 0.21557971014492755, 0.7657657657657657, 0.9341021416803954, 0.09451476793248945]","[0.36065573770491804, 0.35522388059701493, 0.2974628171478565, 0.4004237288135593, 0.7133757961783439]","[0.17357001972386588, 0.26832018038331457, 0.42848141146817886, 0.5605536332179931, 0.1669150521609538]","[122, 335, 1143, 1416, 157]"
51,500,3,1,8,32,Tanh(),LeakyReLU(negative_slope=0.01),LogSoftmax(dim=1),KLDivLoss(),0.0,False,0.001,torch.optim.SGD,89,1204.403840303421,0.3463599117554365,"[0.08748481166464156, 0.32075471698113206, 0.7918918918918919, 0.8796992481203008, 0.0847750865051903]","[0.5901639344262295, 0.15223880597014924, 0.2563429571303587, 0.413135593220339, 0.6242038216560509]","[0.15238095238095237, 0.20647773279352227, 0.38730998017184404, 0.5622296972609322, 0.14927646610814926]","[122, 335, 1143, 1416, 157]"
